Name,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
266 ALINE,8.8,0.15,7.126264,149.89971,236.27121,13.395174,0.157537,2.8040007,48800
267 TIRZA,10.5,0.15,252.76128,194.55319,74.128408,6.001455,0.099141,2.7760883,48800
268 ADOREA,8.28,0.15,151.49941,69.199898,121.06281,2.43342,0.1233332,3.1046146,48800
269 JUSTITIA,9.5,0.15,329.33403,120.33618,156.87837,5.474885,0.2135,2.6161209,48800
270 ANAHITA,8.75,0.15,78.734092,79.791988,254.82396,2.364928,0.1509557,2.1979515,48800
271 PENTHESILEA,9.8,0.15,25.42222,53.300187,336.23499,3.55026,0.0994039,3.0060953,48800
272 ANTONIA,10.7,0.15,236.54869,62.149515,37.731631,4.447477,0.02829,2.7783556,48800
273 ATROPOS,10.26,0.15,309.19649,120.06377,159.27787,20.414218,0.1604661,2.3951597,48800
274 PHILAGORIA,10.1,0.15,206.70895,122.71685,92.997385,3.681677,0.1252016,3.0403351,48800
275 SAPIENTIA,8.85,0.15,224.14863,38.40568,134.39117,4.765884,0.160601,2.7735539,48800
276 ADELHEID,8.56,0.15,59.301223,272.40507,211.45478,21.64245,0.0730918,3.1153681,48800
277 ELVIRA,9.84,0.15,298.99425,135.19224,232.17388,1.15541,0.0924562,2.8845243,48800
278 PAULINA,9.4,0.15,309.06349,138.90022,62.291021,7.819143,0.1362023,2.7536414,48800
279 THULE,8.57,0.15,122.77429,83.503503,73.710881,2.339194,0.0119706,4.2766638,48800
280 PHILIA,11.19,0.15,138.0655,87.071994,10.504969,7.460159,0.1116463,2.9400793,48800
281 LUCRETIA,12.02,0.28,2.295568,16.123483,31.595896,5.308951,0.1319142,2.1876834,48800
282 CLORINDE,10.91,0.15,13.469258,295.77016,145.14743,9.028532,0.0807719,2.3389113,48800
283 EMMA,8.72,0.15,291.9105,55.623751,304.64985,8.000917,0.1532908,3.0424078,48800
284 AMALIA,10.05,0.11,125.01965,57.653706,234.13183,8.052617,0.2236868,2.3576544,48800
285 REGINA,10.5,0.15,332.68936,16.125168,311.54217,17.627568,0.2077842,3.0831109,48800
286 ICLEA,8.98,0.15,312.72815,231.67904,149.40704,17.886673,0.0394826,3.195307,48800
287 NEPHTHYS,8.3,0.22,243.86789,119.95738,142.5612,10.02326,0.0239783,2.3533371,48800
288 GLAUKE,9.84,0.15,84.005229,83.437203,120.65611,4.328406,0.2061382,2.759539,48800
289 NENETTA,9.51,0.15,124.2726,188.62122,182.41334,6.682591,0.2027454,2.877622,48800
290 BRUNA,11.5,0.15,264.65262,104.95768,10.717952,22.320991,0.2587204,2.337249,48800
291 ALICE,11.45,0.15,17.101796,331.36823,161.78787,1.849803,0.092668,2.2224191,48800
292 LUDOVICA,10.24,0.15,33.691361,284.13695,43.769499,14.938883,0.0337885,2.529421,48800
293 BRASILIA,9.94,0.15,117.6034,85.224459,61.827725,15.573686,0.1061297,2.861006,48800
294 FELICIA,9.6,0.15,97.053228,185.08269,136.39787,6.302862,0.2494573,3.1331926,48800
295 THERESIA,10.19,0.15,211.85029,147.53447,276.72917,2.708252,0.1721695,2.7940587,48800
296 PHAETUSA,12.62,0.15,186.29568,252.40468,121.651,1.745578,0.1602311,2.2291245,48800
297 CAECILIA,9.5,0.15,10.597349,357.73828,332.33353,7.552131,0.1458736,3.162736,48800
298 BAPTISTINA,11,0.15,183.93504,134.47603,8.450137,6.292812,0.0957675,2.2640016,48800
299 THORA,11.4,0.15,277.4901,150.41748,241.75181,1.599986,0.0623201,2.4342635,48800
300 GERALDINA,9.6,0.15,228.86091,339.31279,42.937839,0.747888,0.0457471,3.2060458,48800
301 BAVARIA,10.1,0.15,349.52416,124.25267,142.71311,4.891881,0.0635249,2.7251029,48800
302 CLARISSA,10.89,0.15,49.190798,54.685191,8.03873,3.416711,0.1111945,2.4054074,48800
303 JOSEPHINA,8.7,0.15,216.83867,71.361191,344.38975,6.89753,0.071642,3.1182327,48800
304 OLGA,9.74,0.07,256.86248,171.99829,159.35998,15.810278,0.2197429,2.4043697,48800
305 GORDONIA,8.77,0.15,259.34839,254.27893,209.4151,4.440675,0.1885346,3.0999985,48800
306 UNITAS,8.96,0.15,215.11324,166.87917,142.12416,7.264064,0.1506695,2.3588326,48800
307 NIKE,10.12,0.15,224.36761,323.00422,101.42738,6.124438,0.1437047,2.906431,48800
308 POLYXO,8.17,0.21,328.04448,115.55915,182.06331,4.354551,0.0376654,2.749057,48800
309 FRATERNITAS,10.4,0.15,355.68796,311.02315,356.79041,3.721397,0.1165332,2.6641346,48800
310 MARGARITA,10.3,0.15,49.832025,322.60563,229.93566,3.160159,0.113476,2.761979,48800
311 CLAUDIA,9.89,0.15,270.24497,83.001809,81.304023,3.227188,0.0047692,2.8966569,48800
312 PIERRETTA,8.89,0.15,334.3545,261.23561,6.84867,9.036543,0.1587262,2.7822754,48800
313 CHALDAEA,8.9,0.15,54.705619,315.06002,176.99639,11.62217,0.1798409,2.3763591,48800
314 ROSALIA,9.5,0.15,3.353052,191.03097,170.76027,12.566741,0.1865922,3.1443733,48800
315 CONSTANTIA,13.2,0.15,22.319021,172.54223,161.82931,2.423779,0.1689398,2.2413269,48800
316 GOBERTA,9.8,0.15,218.73961,316.2884,124.16935,2.340172,0.1518297,3.1644535,48800
317 ROXANE,10.03,0.15,51.493908,186.42044,151.49243,1.760821,0.0859905,2.2864417,48800
318 MAGDALENA,9.4,0.15,72.460785,304.4675,161.79583,10.625653,0.079978,3.2001891,48800
319 LEONA,9.8,0.15,12.153993,225.37462,186.89931,10.613477,0.2407061,3.3681683,48800
320 KATHARINA,10.7,0.15,101.29493,146.92576,220.51969,9.347214,0.1107419,3.0139175,48800
321 FLORENTINA,10.04,0.15,154.45142,34.671566,40.520908,2.597108,0.0479347,2.884018,48800
322 PHAEO,9.01,0.15,275.1409,114.05822,253.00755,8.023543,0.2468263,2.7807578,48800
323 BRUCIA,9.73,0.15,159.78192,291.46595,97.558047,24.233792,0.3011041,2.3820588,48800
324 BAMBERGA,6.82,0.09,54.112801,43.333965,328.54452,11.141522,0.3402891,2.6815476,48800
325 HEIDELBERGA,8.65,0.15,295.23504,68.566573,345.47692,8.548497,0.1760615,3.1966651,48800
326 TAMARA,9.36,0.15,87.753419,238.5953,32.402312,23.724192,0.189429,2.3180835,48800
327 COLUMBIA,10.1,0.15,138.38679,305.77975,355.25835,7.150754,0.0639093,2.7747626,48800
328 GUDRUN,8.6,0.15,184.16329,102.35568,352.77499,16.119813,0.1194139,3.1027744,48800
329 SVEA,9.66,0.15,221.39774,52.092647,178.63641,15.897693,0.0238608,2.4761638,48800
330 ADALBERTA,12.6,0.15,156.32253,259.56429,137.271,6.754425,0.2517391,2.4687327,48800
331 ETHERIDGEA,9.62,0.15,234.28547,337.57315,22.326121,6.061138,0.0993884,3.0238761,48800
332 SIRI,9.5,0.15,108.8595,295.58036,31.964853,2.856561,0.0904144,2.7719524,48800
333 BADENIA,9.46,0.15,6.710611,18.039001,354.43843,3.797155,0.1738785,3.120054,48800
334 CHICAGO,7.64,0.15,70.505363,135.70229,130.76725,4.656216,0.041715,3.8788679,48800
335 ROBERTA,8.96,0.15,287.92808,139.19974,148.61497,5.086755,0.1754184,2.4741712,48800
336 LACADIERA,9.76,0.15,277.92548,30.508699,235.32744,5.648223,0.0953582,2.2522736,48800
337 DEVOSA,8.74,0.19,331.9402,98.723522,355.66637,7.86257,0.1378776,2.3826755,48800
338 BUDROSA,8.5,0.15,0.81844,107.21401,287.96289,6.036833,0.01918,2.9126246,48800
339 DOROTHEA,9.24,0.15,57.553053,159.73629,174.07597,9.941616,0.1020429,3.0100317,48800
340 EDUARDA,9.9,0.15,279.09875,40.686257,27.455151,4.68657,0.1168377,2.746705,48800
341 CALIFORNIA,10.55,0.15,237.14849,293.26966,29.308638,5.672023,0.1935481,2.2001343,48800
342 ENDYMION,10.22,0.15,27.863634,225.88274,232.9319,7.325127,0.1281476,2.5686743,48800
343 OSTARA,11.56,0.15,221.91024,8.982682,38.914938,3.281289,0.2316645,2.4107927,48800
344 DESIDERATA,8.08,0.15,25.355685,236.66448,48.620431,18.403918,0.3179798,2.5919786,48800
345 TERCIDINA,8.71,0.1,2.978825,229.91106,212.93153,9.736671,0.0610332,2.3250404,48800
346 HERMENTARIA,7.13,0.15,134.98809,290.90033,92.387811,8.748133,0.0995639,2.7993328,48800
347 PARIANA,8.96,0.15,115.81358,84.838088,85.988931,11.706088,0.1615979,2.6143161,48800
348 MAY,9.4,0.15,130.65098,9.900904,90.423079,9.757968,0.0738342,2.9670588,48800
349 DEMBOWSKA,5.93,0.37,15.938246,343.48869,32.806724,8.263984,0.0897019,2.9243776,48800
350 ORNAMENTA,8.37,0.15,39.258569,337.43497,90.590432,24.823284,0.1494021,3.1186653,48800
351 YRSA,8.98,0.15,195.40757,30.385724,99.60347,9.198926,0.1527126,2.7674935,48800
352 GISELA,10.01,0.15,286.22783,143.81148,247.6067,3.37728,0.1499799,2.1940164,48800
353 RUPERTO-CAROLA,11,0.15,28.483463,320.51634,102.99777,5.692185,0.3260786,2.7370666,48800
354 ELEONORA,6.44,0.37,71.511573,4.951167,140.72089,18.430461,0.1168501,2.7958788,48800
355 GABRIELLA,10.4,0.15,227.78835,103.65072,352.35417,4.279371,0.1045711,2.538936,48800
356 LIGURIA,8.22,0.15,295.64553,77.127231,355.52006,8.237774,0.2389828,2.7577867,48800
357 NININA,8.72,0.15,44.68959,243.3211,138.52519,15.081264,0.0782584,3.1486512,48800
358 APOLLONIA,9.1,0.15,204.43185,252.02619,172.60841,3.545984,0.1529385,2.8754778,48800
359 GEORGIA,8.86,0.15,200.93429,337.8174,6.478382,6.782105,0.1544446,2.7321525,48800
360 CARLOVA,8.48,0.15,118.83184,289.73941,132.78878,11.703798,0.1793399,3.002015,48800
361 BONONIA,8.22,0.15,304.24323,70.149562,19.266906,12.668913,0.2158306,3.9459031,48800
362 HAVNIA,9,0.15,104.92047,33.074111,27.495336,8.066127,0.0439877,2.5800644,48800
363 PADUA,9.01,0.15,92.062664,292.88733,65.130182,5.952914,0.0711836,2.7467397,48800
364 ISARA,9.86,0.15,102.17632,312.66812,105.74296,6.00281,0.1493007,2.2212306,48800
365 CORDUBA,9.18,0.15,185.95423,215.79619,185.56249,12.801953,0.1570142,2.8012526,48800
366 VINCENTINA,8.5,0.15,182.43198,318.47105,347.25576,10.58789,0.0632931,3.141887,48800
367 AMICITIA,10.7,0.15,81.199764,55.009971,83.591799,2.944111,0.0956436,2.2191966,48800
368 HAIDEA,9.93,0.15,101.07097,91.147286,227.7746,7.779449,0.2097044,3.0629391,48800
369 AERIA,8.52,0.15,261.92028,269.0041,94.590826,12.725528,0.0985241,2.6478537,48800
370 MODESTIA,10.68,0.15,282.15313,68.290258,291.27915,7.862837,0.0915544,2.3241875,48800
371 BOHEMIA,8.72,0.15,17.200695,343.28132,283.94956,7.39439,0.0613166,2.7268933,48800
372 PALMA,7.2,0.15,159.0668,116.69633,327.52824,23.873092,0.2639808,3.1416707,48800
373 MELUSINA,9.13,0.15,347.06277,349.46627,4.177298,15.443216,0.1494951,3.1122945,48800
374 BURGUNDIA,8.67,0.15,223.77306,25.042357,219.46396,8.998881,0.0827012,2.777726,48800
375 URSULA,7.47,0.27,341.79986,347.58661,336.80626,15.945325,0.1047303,3.1261194,48800
376 GEOMETRIA,9.49,0.15,278.90945,315.89374,302.38265,5.429499,0.1722691,2.2889351,48800
377 CAMPANIA,8.89,0.15,107.46244,196.48132,210.39789,6.671242,0.0754707,2.6923524,48800
378 HOLMIA,9.8,0.15,138.20809,156.9717,232.89574,6.992057,0.127935,2.7797193,48800
379 HUENNA,8.87,0.15,359.65947,181.15373,172.41883,1.665361,0.194358,3.1283845,48800
380 FIDUCIA,9.42,0.15,292.43147,240.07693,95.430311,6.163579,0.1151484,2.677398,48800
381 MYRRHA,8.25,0.15,298.75242,133.68498,125.55891,12.526849,0.1037423,3.2169534,48800
382 DODONA,8.77,0.15,227.48458,272.26297,313.80025,7.410628,0.1787162,3.1137751,48800
383 JANINA,9.91,0.15,324.6669,317.44574,93.336,2.655873,0.1762237,3.1341218,48800
384 BURDIGALA,9.64,0.15,326.61487,33.327474,48.204701,5.610835,0.1460822,2.6528695,48800
385 ILMATAR,7.49,0.15,162.62823,188.28922,345.45152,13.545285,0.1218795,2.8516261,48800
386 SIEGENA,7.43,0.16,106.78444,219.43947,167.16898,20.269522,0.1683677,2.8993557,48800
387 AQUITANIA,7.41,0.15,131.92419,156.17292,128.5808,18.074732,0.2380583,2.7375718,48800
388 CHARYBDIS,8.57,0.07,154.42753,325.60947,354.9391,6.464485,0.0615298,3.0045836,48800
389 INDUSTRIA,7.88,0.15,91.051176,264.0444,282.70668,8.144239,0.063454,2.6087499,48800
390 ALMA,10.39,0.15,287.77802,190.97351,305.52523,12.13557,0.12944,2.6524974,48800
391 INGEBORG,10.1,0.15,246.92222,146.66617,213.08768,23.177365,0.3068474,2.3197205,48800
392 WILHELMINA,9.7,0.15,353.00912,172.87615,210.24771,14.314571,0.1405272,2.8840322,48800
393 LAMPETIA,8.39,0.15,100.786,89.36672,213.40882,14.883065,0.3324302,2.7753444,48800
394 ARDUINA,9.66,0.15,144.06665,269.33387,67.612551,6.216881,0.2283495,2.7626094,48800
395 DELIA,10.38,0.15,146.74887,11.197177,259.88926,3.355023,0.0873887,2.7835385,48800
396 AEOLIA,9.9,0.15,333.25238,20.325135,250.41907,2.541679,0.1565167,2.7424216,48800
397 VIENNA,9.31,0.15,336.12851,139.27712,228.4954,12.844641,0.2464532,2.635108,48800
398 ADMETE,10.3,0.15,200.44747,158.87734,280.377,9.548648,0.2266025,2.7356489,48800
399 PERSEPHONE,9,0.15,80.186284,184.30418,346.96999,13.141816,0.0735958,3.0511459,48800
400 DUCROSA,10.1,0.15,163.90173,241.1996,327.50389,10.507587,0.1078172,3.1334247,48800
401 OTTILIA,9.1,0.15,209.67896,279.65851,36.459886,5.960354,0.0466591,3.3493712,48800
402 CHLOE,9.02,0.15,302.91739,18.379217,129.80588,11.826695,0.1139715,2.5572489,48800
403 CYANE,9.1,0.15,310.72172,254.03516,244.98479,9.151745,0.0960801,2.8100004,48800
404 ARSINOE,9.01,0.15,123.88249,121.42278,92.749729,14.119827,0.1999729,2.5935842,48800
405 THIA,8.46,0.15,198.25972,308.97821,255.42185,11.943734,0.2482242,2.5808719,48800
406 ERNA,10.36,0.15,148.32066,36.354636,316.49368,4.208563,0.178752,2.9199693,48800
407 ARACHNE,8.88,0.15,276.15531,81.232007,294.97683,7.543004,0.0712636,2.6240447,48800
408 FAMA,9.5,0.15,61.142504,100.54314,298.8175,9.093556,0.1337918,3.1724894,48800
409 ASPASIA,7.62,0.29,323.96471,352.59884,242.61781,11.231293,0.0693839,2.5773741,48800
410 CHLORIS,8.3,0.15,0.889568,172.52816,97.338979,10.928559,0.2368483,2.7281882,48800
411 XANTHE,8.9,0.15,246.93032,180.06989,107.87494,15.310435,0.1117931,2.9392335,48800
412 ELISABETHA,9,0.15,269.7228,94.514536,106.77487,13.760713,0.0443918,2.7618805,48800
413 EDBURGA,10.18,0.15,154.7293,251.64608,104.54118,18.729948,0.3448287,2.5849003,48800
414 LIRIOPE,9.49,0.15,287.73973,329.78352,111.45738,9.580127,0.0828158,3.4985666,48800
415 PALATIA,9.21,0.15,297.04299,296.03197,127.54565,8.13346,0.304068,2.7903661,48800
416 VATICANA,7.89,0.2,208.18255,196.96565,58.494193,12.924566,0.2216006,2.7860529,48800
417 SUEVIA,9.34,0.15,215.55955,347.60317,199.94585,6.616347,0.1332103,2.8012862,48800
418 ALEMANNIA,9.77,0.15,316.22252,125.70786,249.2572,6.831712,0.1197089,2.5925851,48800
419 AURELIA,8.42,0.15,22.529969,44.053518,229.72541,3.930797,0.2554691,2.5933529,48800
420 BERTHOLDA,8.31,0.15,313.83715,207.29415,244.56706,6.696384,0.0470509,3.4145061,48800
421 ZAHRINGIA,11.78,0.15,219.07597,209.32804,187.72271,7.763379,0.2828962,2.5397761,48800
422 BEROLINA,10.83,0.15,302.32998,335.04775,9.315624,5.003212,0.2147803,2.2279821,48800
423 DIOTIMA,7.24,0.15,48.010873,215.0193,69.822165,11.247735,0.0372554,3.0687744,48800
424 GRATIA,9.8,0.15,273.94999,330.96454,99.54855,8.209981,0.1096721,2.7743128,48800
425 CORNELIA,9.9,0.15,97.945812,120.35772,61.524403,4.051306,0.0568558,2.8872296,48800
426 HIPPO,8.42,0.15,281.50114,221.09568,311.86725,19.536924,0.1061418,2.8862556,48800
427 GALENE,9.8,0.15,201.77484,9.290644,298.18668,5.125512,0.1155515,2.9754489,48800
428 MONACHIA,11.5,0.15,14.355743,14.991632,17.848213,6.203337,0.1781428,2.3077906,48800
429 LOTIS,9.82,0.15,188.59668,168.38798,220.26974,9.507577,0.1232153,2.6069681,48800
430 HYBRIS,10.3,0.15,267.27563,178.30033,249.88748,14.625779,0.2569897,2.8430204,48800
431 NEPHELE,8.72,0.15,112.04248,212.45631,117.54665,1.826989,0.1838386,3.1252832,48800
432 PYTHIA,8.84,0.15,145.47835,174.17752,89.055763,12.121589,0.1455308,2.3692575,48800
433 EROS,11.16,0.46,321.70537,178.57554,304.46103,10.830333,0.2228523,1.4582552,48800
434 HUNGARIA,11.21,0.15,261.85998,123.72105,175.47567,22.505649,0.0735728,1.9444531,48800
435 ELLA,10.23,0.15,164.70783,332.49594,23.366368,1.819347,0.153603,2.4511876,48800
436 PATRICIA,9.8,0.15,122.08419,29.713326,351.71846,18.516953,0.0556258,3.2074055,48800
437 RHODIA,10.41,0.15,163.21718,60.506533,263.83803,7.367497,0.2491867,2.3852165,48800
438 ZEUXO,9.8,0.15,120.61522,208.84871,49.393702,7.398846,0.0701031,2.5532888,48800
439 OHIO,9.83,0.15,280.1685,232.41671,202.2086,19.161358,0.0678234,3.1323197,48800
440 THEODORA,11.5,0.15,105.79583,178.35978,292.48848,1.597603,0.1075931,2.2101261,48800
441 BATHILDE,8.51,0.15,304.22524,200.62927,254.04982,8.137159,0.0788625,2.8070353,48800
442 EICHSFELDIA,10.03,0.15,291.08945,85.088088,135.10618,6.062076,0.0714236,2.3456096,48800
443 PHOTOGRAPHICA,10.28,0.15,99.495777,348.78314,175.66997,4.230577,0.0402772,2.2152348,48800
444 GYPTIS,7.83,0.22,291.48793,154.64703,196.00179,10.264863,0.1761068,2.7691367,48800
445 EDNA,9.29,0.15,120.34906,76.216895,293.38878,21.429716,0.1898375,3.2013155,48800
446 AETERNITAS,8.9,0.15,19.931284,279.3699,42.433468,10.621641,0.1274367,2.7871203,48800
447 VALENTINE,8.99,0.15,347.9268,312.75684,72.236203,4.8043,0.0436466,2.986372,48800
448 NATALIE,10.3,0.15,267.04324,295.68968,37.58695,12.728602,0.1770031,3.1441001,48800
449 HAMBURGA,9.47,0.15,167.05061,45.918091,86.116829,3.092889,0.1687964,2.5542521,48800
450 BRIGITTA,10.28,0.15,266.50527,358.51785,14.824352,10.165557,0.1048858,3.0131199,48800
451 PATIENTIA,6.65,0.19,92.437555,344.13412,89.59169,15.219505,0.0723789,3.0650268,48800
452 HAMILTONIA,11.2,0.15,7.307611,66.612599,92.767518,3.224353,0.0154292,2.8488848,48800
453 TEA,10.6,0.15,150.44495,220.06159,11.91414,5.558788,0.1083752,2.183398,48800
454 MATHESIS,9.2,0.15,221.22984,177.35941,32.622123,6.31812,0.1140807,2.6256328,48800
455 BRUCHSALIA,8.86,0.15,18.255852,272.23626,76.806299,12.035053,0.2927336,2.6567029,48800
456 ABNOBA,9.2,0.15,300.35677,5.056673,229.59354,14.397173,0.1783637,2.7902564,48800
457 ALLEGHENIA,11,0.15,306.32622,129.17302,250.04853,12.95645,0.1838425,3.0856299,48800
458 HERCYNIA,9.63,0.15,229.60712,275.2522,135.0734,12.643132,0.2458616,2.9881153,48800
459 SIGNE,10.44,0.15,206.27425,19.231621,29.795041,10.290635,0.2098355,2.6193167,48800
460 SCANIA,10.6,0.15,181.8095,162.26533,205.50535,4.629387,0.1041377,2.7192964,48800
461 SASKIA,10.48,0.15,192.78444,301.82024,157.56612,1.437881,0.1568428,3.1096162,48800
462 ERIPHYLA,9.23,0.15,322.01321,250.06959,105.52821,3.191952,0.0880738,2.8729612,48800
463 LOLA,11.82,0.15,259.56231,329.4301,36.736883,13.569749,0.2214795,2.3974312,48800
464 MEGAIRA,9.52,0.15,270.57102,257.91174,102.80542,10.163688,0.2056447,2.800594,48800
465 ALEKTO,9.7,0.15,208.38967,285.46165,300.89929,4.659045,0.2118614,3.0867536,48800
466 TISIPHONE,8.3,0.15,235.91599,244.76127,291.4132,19.126259,0.0732417,3.3666991,48800
467 LAURA,10.5,0.15,85.503671,93.472331,322.95656,6.455166,0.1068638,2.9471788,48800
468 LINA,9.83,0.15,261.86676,335.56927,21.633127,0.4442,0.1942272,3.1351711,48800
469 ARGENTINA,8.62,0.15,58.391361,205.44602,334.81503,11.726553,0.1763166,3.1566636,48800
470 KILIA,10.07,0.15,155.56332,45.548675,173.4659,7.235845,0.0935254,2.405089,48800
471 PAPAGENA,6.73,0.37,79.479222,313.6015,84.506462,14.933159,0.2288134,2.8921863,48800
472 ROMA,8.92,0.15,36.095197,295.82015,127.556,15.808726,0.0925394,2.5437721,48800
473 NOLLI,12.3,0.15,31.509972,153.56299,332.61115,12.947225,0.1084461,2.6624759,48800
474 PRUDENTIA,10.6,0.15,118.46353,156.05549,162.00212,8.810773,0.2134365,2.4515732,48800
475 OCLLO,11.88,0.15,255.97546,304.5773,35.024,18.840361,0.3828722,2.5919903,48800
476 HEDWIG,8.55,0.15,66.07169,0.590028,286.63997,10.944488,0.0756129,2.6495344,48800
477 ITALIA,10.25,0.15,73.680879,322.15441,10.834644,5.300134,0.1904546,2.4144259,48800
478 TERGESTE,7.98,0.15,14.931664,244.66208,234.25216,13.160175,0.0854818,3.0163716,48800
479 CAPRERA,9.6,0.15,70.065228,268.66825,136.59235,8.671615,0.2168177,2.7226895,48800
480 HANSA,8.38,0.15,231.8654,210.61122,237.571,21.314011,0.0457458,2.6440948,48800
481 EMITA,8.6,0.15,31.089602,348.20134,67.167622,9.845741,0.1552576,2.7409388,48800
482 PETRINA,8.84,0.15,51.931878,90.735422,179.69113,14.451167,0.0996258,2.9994436,48800
483 SEPPINA,8.33,0.15,299.80455,142.12418,174.55357,18.662414,0.051377,3.4246123,48800
484 PITTSBURGHIA,9.86,0.15,157.68109,188.05255,127.66691,12.495187,0.0567326,2.6673388,48800
485 GENUA,8.3,0.15,16.367541,271.92554,193.9569,13.864078,0.1893901,2.75075,48800
486 CREMONA,10.7,0.15,7.684687,123.9736,94.433982,11.081103,0.1639101,2.3513493,48800
487 VENETIA,8.14,0.15,134.46598,281.16183,115.20803,10.235546,0.0865028,2.6719538,48800
488 KREUSA,7.81,0.15,93.788451,69.262262,85.188863,11.501348,0.1771965,3.1473325,48800
489 COMACINA,8.32,0.15,184.49111,1.8272,167.44373,12.931398,0.0325426,3.1582979,48800
490 VERITAS,8.32,0.15,287.78664,200.79904,178.61724,9.261549,0.1004017,3.1688518,48800
491 CARINA,8.5,0.15,204.43818,240.81611,175.7392,18.904336,0.0897912,3.1860938,48800
492 GISMONDA,9.8,0.15,140.32915,290.2028,46.904124,1.633628,0.1774841,3.1129147,48800
493 GRISELDIS,10.3,0.15,66.817527,43.578559,357.98639,15.219748,0.1624903,3.126943,48800
494 VIRTUS,8.96,0.15,271.11893,210.67463,38.742855,7.092161,0.0619548,2.9883324,48800
495 EULALIA,10.78,0.15,315.67582,206.14546,186.77882,2.279805,0.1307123,2.4877177,48800
496 GRYPHIA,11.61,0.15,127.83688,257.97527,207.88518,3.788268,0.0792647,2.1985979,48800
497 IVA,10.02,0.11,243.04075,2.9833,6.842478,4.839471,0.3007648,2.8500352,48800
498 TOKIO,8.95,0.15,329.02198,240.37015,97.744095,9.527074,0.2246124,2.6494591,48800
499 VENUSIA,9.39,0.15,147.05871,177.12795,256.70542,2.090526,0.2130533,4.0048103,48800
500 SELINUR,9.3,0.15,150.19073,73.845592,290.49734,9.766054,0.1447394,2.6152008,48800
501 URHIXIDUR,8.9,0.15,104.31276,349.28039,357.80919,20.943276,0.1492026,3.1533268,48800
502 SIGUNE,10.77,0.15,73.43197,19.053413,133.16794,24.990568,0.1779631,2.3832982,48800
503 EVELYN,9.14,0.15,330.51401,40.873907,69.2731,5.025282,0.1728339,2.7251396,48800
504 CORA,9.4,0.15,331.38269,247.34153,104.99064,12.91965,0.2175203,2.7205036,48800
505 CAVA,8.61,-0.03,49.322712,336.06544,91.21948,9.807463,0.2428937,2.687447,48800
506 MARION,8.85,0.15,341.85577,147.06707,313.39208,16.984776,0.1403549,3.0445466,48800
507 LAODICA,9.1,0.15,91.907769,92.122,294.58508,9.531345,0.0890846,3.1583549,48800
508 PRINCETONIA,8.24,0.15,292.52763,184.40685,44.844481,13.34379,0.0220414,3.1640165,48800
509 IOLANDA,8.4,0.15,81.312659,151.10993,218.14279,15.372982,0.0914046,3.0646019,48800
510 MABELLA,9.73,0.15,12.663776,90.180625,203.22835,9.512176,0.1943437,2.608247,48800
511 DAVIDA,6.22,0.16,58.481848,339.37729,107.97195,15.926863,0.1792712,3.1762039,48800
512 TAURINENSIS,10.68,0.15,112.91453,248.61119,107.35262,8.75423,0.2539041,2.1895255,48800
513 CENTESIMA,9.75,0.15,296.78248,220.09798,185.05268,9.716905,0.0856826,3.0141939,48800
514 ARMIDA,9.04,0.15,207.54662,120.45382,269.29229,3.875059,0.0441468,3.0448145,48800
515 ATHALIA,11.23,0.15,347.61674,293.26926,121.85103,2.023227,0.1726215,3.1250985,48800
516 AMHERSTIA,8.27,0.15,208.36815,257.41631,329.43256,12.959326,0.2776873,2.6752464,48800
